Name,City,Comments,Country,Date Posted,Duration,Lat,Long,Shape,SS Status,Unique ID
423-prairie du sac/merrimac ( between. on hwy. 78)-cross,prairie du sac/merrimac ( between. on hwy. 78),One small object with rotating lights then a little later a large brilliantly lit object in the shape of a cross with 4 bright lights,us,03/07/2018,600,43.29305,-89.73494,cross,Closed,SS-7919
424-bakersfield-light,bakersfield,Bright yellow light in the sky.  The brightest object in the sky.  Kept on brightening and lowering it flouresent yellow light.,us,03/07/2018,0,35.37333,-119.01778,light,Active,SS-7918
425-lake geneva-light,lake geneva,Near moon. small light (cover with thumb) camefrom Southeast at extremly fast speed. As itapproached approximate even with moon seemed,us,03/07/2018,600,42.59167,-88.43333,light,Pending,SS-7917
426-unadilla-light,unadilla,I have video of strange light in SE sky over central NY 21:30 est 03/22/97,us,03/07/2018,2,42.32528,-75.31278,light,Active,SS-7916
4276-gb-cigar,billingham (uk/england),driving to work i saw three lights in the skyone of them hovered above my car for 2 mins my car lost power the engine cut out i th,gb,06/06/2019,300,54.60000,-1.30000,cigar,Closed,SS-8750
427-stevens point-crescent,stevens point,A hazey orange object hovered in the evening sky.It moved in what looked like a crescent shapefrom the upper North-East to the North-,us,03/07/2018,37800,44.52361,-89.57444,crescent,Pending,SS-7915
4281-gb-light,leeds (uk/england),when i was 13 myself and my mother were looking at a car accident appox 200 yards from our address in seacroft leeds ukwe turned to co,gb,06/06/2019,10,53.80000,-1.58333,light,Active,SS-8749
428-snoqualmie-disk,snoqualmie,Disc shaped object with multiple colored lights hovered aprox 75 feet overhead. lights on bottom rotated to back. Lights flashing out o,us,03/07/2018,300,47.52889,-121.82417,disk,Active,SS-7914
4298-au-oval,sydney (nsw australia),silver football shaped object hovered above rooty hill seen by more than 50 people including me The Truth Is Out There,au,06/06/2019,600,-33.86148,151.20548,oval,Active,SS-8998
429-nederland-other,nederland,Group of Velebrators of Vernal Equinox are visited by dimmensional craft .Sunday evening a group gathered to welcome in the spring whi,us,03/07/2018,120,39.96139,-105.51028,other,Active,SS-7913
42-georgia (zip 30458)-Sleigh,georgia (zip 30458),Triangle shape Sleigh Moving slowly over house. Several red glowing lights underneath not blinking. Saw it thru the sunroof and went outsi,us,11/01/2018,0,32.16562,-82.90008,Sleigh,Pending,SS-8294
430-westminster-disk,westminster,A disc shaped object was floating above the color was a orangish red and glowing took off at a blink of an eye.My name is Dave an,us,03/07/2018,5,39.83667,-105.03667,disk,Active,SS-7912
431-manassas-sleigh,manassas,Seen 4 lights high speed very high altitudein the Manassas VA area.,us,03/07/2018,25,38.75083,-77.47556,sleigh,Active,SS-7911
432-owings mills-light,owings mills,Bright white object observed to the Westat about treetop level gained altitude andflew off silently,us,03/07/2018,300,39.41944,-76.78056,light,Active,SS-7910
433-huron-Sleigh,huron,2 Sleighs sited at 10:30 PM Eastern time comingfrom Canada over Huron Ohio moving at a veryfast rate of speed in unattached but similar,us,03/07/2018,3,41.39500,-82.55528,Sleigh,Pending,SS-7908
434-ann arbor-light,ann arbor,a red/orange flashing light that streaked aross the sky and took a 90 degree left turn.,us,03/07/2018,5,42.27083,-83.72639,light,Pending,SS-7909
435-williston-sphere,williston,I was standing out side looking at Hail-Bop when I saw a huge sphear of light fly about 50 ft. off the ground and burn a hole through,us,03/07/2018,120,29.38722,-82.44694,sphere,Closed,SS-7906
436-carlisle-sleigh,carlisle,An object that looked like a satillite suddenly became bright when we blinked a flashlight at it.It was joined by 7 others that flew i,us,03/07/2018,120,40.20139,-77.18917,sleigh,Pending,SS-7907
437-carmichaels-disk,carmichaels,Saw in clear skies long silver disc shapedobjecthigh in the sky. Flew over head of meand my witness. Object was silent had no visibl,us,03/07/2018,180,39.89667,-79.97472,disk,Pending,SS-7904
438-juneau-light,juneau,A friend and I saw a strange low altitudebright object flashing orange and greenrotating colors on Easter night in JuneauAlaska. When,us,03/07/2018,7200,58.30194,-134.41972,light,Closed,SS-7905
439-san francisco-oval,san francisco,2 small (about 1 ft. long &amp; 200 ft. away at closest) dark objects circling each other then sped southfollowed min. later by 2 more.,us,03/07/2018,120,37.77500,-122.41833,oval,Pending,SS-7903
43-tampa-Sleigh,tampa,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,11/01/2018,1800,27.94722,-82.45861,Sleigh,Active,SS-8293
440-rohnert park (sonoma state university)-sphere,rohnert park (sonoma state university),I 1st noticed 3 small objects/stars/points excited state were Iscoceles  their locations from each other.  One then vanished two re,us,03/07/2018,10800,38.33972,-122.70000,sphere,Active,SS-7902
441-virginia beach-light,virginia beach,I was laying in my bed watching tv with the windows open and I saw this Bright yellow light fly across the sky then all of a suden It s,us,03/07/2018,2,36.85278,-75.97833,light,Active,SS-7901
442-seattle-flash,seattle,Less than a 1 second flash of large blue-white light climbing slightly on its path from west to east. .,us,03/07/2018,1,47.60639,-122.33083,flash,Pending,SS-7900
443-east detroit (eastpoint0-Sleigh,east detroit (eastpoint0,I called my name is Jim Asaro.Me and 3 friends went out to go to somones house we looked at the sky we saw a Sleigh it had four lights in,us,03/07/2018,0,42.46509,-82.92461,Sleigh,Pending,SS-7899
444-tompson-light,tompson,At around 1:30 am. we saw a light searching the top of the trees.We discounted it as a hellicopter of poachers.After aboout an hourhou,us,03/07/2018,14400,33.47069,-82.50457,light,Active,SS-7898
445-atlantic ocean-light,atlantic ocean,During a flight from Boston to Amsterdam a strange point of light could be seen for almost the whole flight.,us,03/07/2018,14400,-14.59941,-28.67315,light,Pending,SS-7897
446-houma-Sleigh,houma,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,03/07/2018,10,29.59556,-90.71944,Sleigh,Active,SS-7896
447-indiana-Sleigh,indiana,we saw a sleigh shaped object with a halo around it behind it followed three jets with after burners engaged colors appeared to be blue,us,03/07/2018,10,40.62139,-79.15278,Sleigh,Closed,SS-7895
448-monrovia-sleigh,monrovia,Three (3)objects flying over Monrovia,us,03/07/2018,60,34.14806,-117.99806,sleigh,Active,SS-7893
4497-au-other,shepparton (vic australia),3 box shaped object appeared for about 10 seconds and then disappeared as if they teleported,au,03/07/2019,10,-36.38047,145.39867,other,Active,SS-8997
449-punta arenas (chile)-Sleigh,punta arenas (chile),Sleigh watched over Punta Arenas Chile on april 15th. 1997.,us,03/07/2018,210,0.00000,0.00000,Sleigh,Active,SS-7894
44-moorpark-oval,moorpark,Oval shaped metallic rotating object with blinking lights. At first sighting it was rotating above a house then zoomed in closer to me.,us,11/01/2018,600,34.28556,-118.88111,oval,Active,SS-8292
450-bakersfield-light,bakersfield,I was looking up at the sky for Hale-Bopwhen from the south a round yellowish light zoomed across the sky at a very high speed.,us,03/07/2018,2,35.37333,-119.01778,light,Pending,SS-7891
451-west memphis-light,west memphis,Two lights merge together due south thenproceed rapidly to the southwest where theydisappear at the horizon,us,03/07/2018,60,35.14953,-90.04898,light,Closed,SS-7892
452-dallas-diamond,dallas,Looking East saw bright red light descendingdown thru cloud layer then back up into cloudsrepeating twice. Red light had a diamond s,us,03/07/2018,900,32.78333,-96.80000,diamond,Closed,SS-7889
453-suisun (north s.f. bay area)-Sleigh,suisun (north s.f. bay area),The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,03/07/2018,2700,0.00000,0.00000,Sleigh,Closed,SS-7890
4541-gb-diamond,newport (uk/england),Diamond Transparent destorting background stars.,gb,12/09/2019,3,52.01667,-4.83333,diamond,Pending,SS-8748
454-greentown-Sleigh,greentown,4 Sleighs spotted In Northwest Sky near the Big Dipper constellation. They all moved in roughly the same direction.(N-NE),us,03/07/2018,1200,40.47806,-85.96667,Sleigh,Active,SS-7887
455-lebanon-sphere,lebanon,A giant red ball of light( about 5 time the size hale-bopp was)flew across the sky at well over 1000MPH.,us,03/07/2018,2,37.68056,-92.66361,sphere,Pending,SS-7888
456-worcester-egg,worcester,It was a bright white/Yellow light moving at an incredible speed.  Too fast for any plane Went from west to East The White light woul,us,03/07/2018,30,42.26250,-71.80278,egg,Active,SS-7885
457-spokane-light,spokane,Large bright red light size of Venus at its brightest observed over Spokane Wa. at 1:00 a.m. on April 22 for about 20 minutes. Appe,us,03/07/2018,1200,47.65889,-117.42500,light,Active,SS-7886
4581-gb-cigar,new forest (uk/england),it was flying low hovering at first the moving off slowly before it dissaperd,gb,12/09/2019,60,50.83333,-1.60000,cigar,Active,SS-8747
458-new brighton-triangle,new brighton,20-35 triangular shaped craft sighting.Bright flashing lights at corners.,us,03/07/2018,2700,45.06556,-93.20167,triangle,Active,SS-7884
4596-au-rectangle,perth (western australia),craft sucks water out of pool in australia,au,12/09/2019,600,-31.95224,115.86140,rectangle,Pending,SS-8995
459-port wentworth-other,port wentworth,object travelled at approx 800feet. moving north to south over savannah international airport at about 500 mph. no engine noise or exha,us,03/07/2018,300,32.14889,-81.16333,other,Active,SS-7883
45-columbia-Sleigh,columbia,U-shaped sleigh of orange gold lights travelling south at high speed.,us,11/01/2018,6,35.61500,-87.03528,Sleigh,Pending,SS-8290
4607-gb-sphere,penryn (uk/england),Mir incident,gb,12/09/2019,120,50.16667,-5.10000,sphere,Active,SS-8746
460-au-egg,melbourne (vic australia),At aprox. 20.45 I noticed 2 light emitting pinkish egg shaped objects n/w of my position. They were aprox 50 miles away travelling extr,au,03/07/2018,10,-37.81394,144.96342,egg,Pending,SS-9018
461-randle (near)-light,randle (near),Large bright object moving horizontal in the evening sky very low made no noise.,us,03/07/2018,45,46.53528,-121.95583,light,Active,SS-7882
4622-gb-light,london (uk/england),A simple pulsating light in an occean of blue,gb,12/09/2019,90,51.51412,-0.09369,light,Pending,SS-8745
462-colorado springs-cylinder,colorado springs,Dark.  Between Fontaine and Drennan Rd. A tall brightly litobject descended in field near reservoir west of Powers Rd.  Tieredwith mul,us,03/07/2018,300,38.83389,-104.82083,cylinder,Closed,SS-7881
463-west reno (out on old hwy 40)-other,west reno (out on old hwy 40),Loud boom so loud shook house. Went outside to see what happened. Saw hole in sky cover perfect circle. Moon in center of circlefull,us,03/07/2018,60,39.52972,-119.81278,other,Pending,SS-7880
464-central texas-light,central texas,Mother relates story of helicopters observing circle of blue lights on ground.My mother told me this story a few years ago and I ju,us,03/07/2018,0,31.37732,-97.06698,light,Active,SS-7879
465-fallon-light,fallon,USN trained weather observer sighted 3 solid colored lights two red one white moving south to north silently and periodicallyrock,us,03/07/2018,45,39.47361,-118.77639,light,Pending,SS-7877
466-elmer-other,elmer,I was on the way home from my girl friends house at around 900 pm and as i passed by   centerton lake i witnesed a huge object sitting,us,03/07/2018,600,39.59500,-75.17056,other,Closed,SS-7878
467-glendale-triangle,glendale,Girlfriend and I saw three red lights forming a triangle shape moving north. My first thought Helicopter but no sound was heard from,us,03/07/2018,90,34.14250,-118.25417,triangle,Pending,SS-7875
4689-au-Sleigh,gold coast (qld australia),australia newyears eve   three brights stars spinning in the night sky above the goldcoast  Sleighs wanted join the celebration,au,07/11/2019,60,-28.00029,153.43088,Sleigh,Pending,SS-8996
468-amargosa valley-light,amargosa valley,AUTHORS SUMMARY:  Friend and I witnessed flare like objectshovered more than 10 minutes per.Objs ing above 20. Strange person(s),us,03/07/2018,3600,36.64389,-116.39944,light,Closed,SS-7876
469-huntington-light,huntington,Im 15 years old and this happened about a year ago but I just foundthis place to submit it. Me and my friend were sleeping in my backy,us,03/07/2018,6,39.32667,-110.96389,light,Active,SS-7873
46-sedona-fireball,sedona,Object like a white fireball with a short tail hovering,us,11/01/2018,300,34.86972,-111.76028,fireball,Active,SS-8291
470-aurora-light,aurora,object seen moving from one star to another,us,03/07/2018,5,39.72944,-104.83139,light,Pending,SS-7874
4716-gb-oval,liverpool (uk/england),England: Liverpool. 7.6.1997.  13:00 pm.  Oval shaped black object spotted.  Flipping over on itself.  Absolutely amazed.,gb,07/11/2019,360,53.41667,-3.00000,oval,Pending,SS-8744
471-san lorenzo-light,san lorenzo,Two objects rendevous at the moon.,us,03/07/2018,600,37.68111,-122.12333,light,Active,SS-7871
472-carson city-disk,carson city,My cousin &amp; I were both 7 and we were behind our grandmothers when we noticed a silver smooth shimering disc about 20 wide and 10,us,03/07/2018,300,43.17694,-84.84639,disk,Active,SS-7872
473-sumner-sleigh,sumner,5 objects seen over Sumner WA June of 1967. Objects hovered very close to ground and shined lights.,us,03/07/2018,900,47.20333,-122.23917,sleigh,Pending,SS-7869
474-columbus-Sleigh,columbus,I SEEN  A Sleigh WHEN I WAS ABOUT 13 YEARS OLD. THE YEAR WAS ABOUT1970  IT WAS IN THE FALL IN COLUMBUS OHIO. AT FIRST I THOUGH I SAW A BL,us,03/07/2018,120,39.96111,-82.99889,Sleigh,Pending,SS-7870
475-greeneville-triangle,greeneville,3 witnesses see 2 large triangularobjects hovering about 100 feet inair. No sound. Objects shoot laserbeam toward one another-disappear,us,03/07/2018,30,36.16306,-82.83111,triangle,Active,SS-7867
476-troy-disk,troy,My wife 34son 10 and his grandmother 68saw a disk shaped object with lights hovering .5-1  mile up in the air near 14 mile and I-75 w,us,03/07/2018,600,42.60556,-83.15000,disk,Active,SS-7868
477-kingsford/green bay (between)-disk,kingsford/green bay (between),Small silver-disc high high up in the air... very quick... then it zoomed away.,us,03/07/2018,20,44.51916,-88.01983,disk,Closed,SS-7865
478-johnstown-oval,johnstown,bright blue-white oval light at high altitude moving slowly S-N,us,03/07/2018,3,40.32667,-78.92222,oval,Closed,SS-7866
4796-gb-fireball,banbury (uk/england),Two orange lights travelling at high speed above the Burton Dasset hills England,gb,07/11/2019,300,52.05000,-1.33333,fireball,Pending,SS-8743
