Return ID,Size,Gender,Item Code,Item Description,Return Description,Brand,Return Type,Date logged,City,Area Code,Origin,Stage,Sub Status,Returned Successfully,Satisfaction,Within SLA,Closed date
648,L,Women,Prod011,JawBreaker - Alternative Dress,The dress is far too short and does not match the style guide.,JawBreaker,Quality of Product,01/12/2019,Birmingham,B15 3JX,Letter,Completed,Decision Pending,FALSE,6,TRUE,16/12/2019
649,XL,Mixed,Prod012,Keep Calm - Skate Hoodie,The sleeves on the hoodie are very badly stitched.,Keep Calm,General Return,01/01/2019,Birmingham,B26 1BN,Chat,Stage 1,Upheld,FALSE,8,TRUE,16/01/2019
650,XXL,Mixed,Prod013,Vans - Hoodie,The hoodie is not the style I expected at all.,Vans,Unexpected Issue,01/02/2019,Birmingham,B18 7DL ,Social,Stage 2,Decision Pending,FALSE,1,FALSE,02/05/2019
651,L,Women,Prod011,JawBreaker - Alternative Dress,The dress is far too short and does not match the style guide.,JawBreaker,General Return,01/03/2019,Birmingham,B28 8NE ,In Store,Stage 3,Decision Pending,FALSE,1,TRUE,16/03/2019
652,M,Mixed,Prod012,Keep Calm - Skate Hoodie,The sleeves on the hoodie are very badly stitched.,Keep Calm,Quality of Product,01/04/2019,Birmingham,B17 0AE ,Phone,Completed,Decision Pending,FALSE,3,TRUE,16/04/2019
653,L,Mixed,Prod013,Vans - Hoodie,The hoodie is not the style I expected at all.,Vans,Unexpected Issue,01/05/2019,Birmingham,B5 7RG ,Letter,Stage 1,In Progress,FALSE,1,FALSE,30/07/2019
654,XL,Women,Prod014,DC - Womens Skate Shoes,The shoes are great but are just not the right style.,DC,Unexpected Issue,01/06/2019,Birmingham,B26 2QJ,Chat,Stage 2,Decision Pending,FALSE,7,TRUE,16/06/2019
655,XXL,Mixed,Prod015,Vans - Unisex Checked Shoes,These are registered as unisex but are definitly far more masculine than feminine.,Vans,Unexpected Issue,01/07/2019,Birmingham,B18 7DW,Phone,Stage 3,Decision Pending,FALSE,8,TRUE,16/07/2019
656,S,Men,Prod002,Santa Cruz - Branded Womens Shirt,Your customer service was just inexcusibly terrible. I cant use ths product in good conscience.,Santa Cruz,General Return,01/08/2019,Birmingham,B28 8NF ,Web,Completed,Upheld,FALSE,1,FALSE,30/09/2019
657,M,Men,Prod001,Blind - Branded mens Skate Shirt,The item just didn’t fit correctly and I need to exchange for a new one.,Blind,Customer Service Failure,01/09/2019,Birmingham,B17 0AG ,In Store,Stage 1,Decision Pending,FALSE,4,TRUE,16/09/2019
658,L,Women,Prod002,Santa Cruz - Branded Womens Shirt,The product was not stitched together correctly and I'd like to exchange.,Santa Cruz,Incorrect Fitting,01/10/2019,Birmingham,B5 7RQ,In Store,Stage 2,Closed,TRUE,3,TRUE,16/10/2019
659,XL,Mixed,Prod003,World Industries - Branded Hoodie,The item was far too smal. I think the size guide is incorrect.,World Industries,General Return,01/11/2019,Birmingham,B26 3TH ,Chat,Stage 3,Acknowledged,FALSE,0,FALSE,30/01/2020
660,XXL,Men,Prod004,GAP - Mens jeans,The hems keep breaking and the belt loops do nto fit any belt.,GAP,Incorrect Fitting,01/12/2019,Birmingham,B26 2TZ,Phone,Completed,In Progress,FALSE,7,TRUE,16/12/2019
661,S,Women,Prod005,Puma - Womens Runing Leggings,The product is far too big and the waist is unreasonably small.,Puma,Incorrect Fitting,01/01/2019,Birmingham,B28 8NG,Phone,Stage 1,Decision Pending,FALSE,1,TRUE,16/01/2019
662,M,Mixed,Prod006,Stussy - Fitted T Shirt,The stitched logo keeps loosing threads and is coming apart.,Stussy,Quality of Product,01/02/2019,Birmingham,B28 8ES ,Phone,Stage 2,Decision Pending,FALSE,3,FALSE,02/05/2019
663,L,Men,Prod007,Street Fashion - Black Cargo Trousers,Pockets have huge holes in them.,Street Fashion,Incorrect Fitting,01/03/2019,Birmingham,B16 0HD,Phone,Stage 3,Upheld,FALSE,5,TRUE,16/03/2019
664,L,Men,Prod015,Vans - Unisex Checked Shoes,These are registered as unisex but are definitly far more masculine than feminine.,Vans,Quality of Product,01/04/2019,Birmingham,B26 3TP ,Chat,Completed,Rejected,TRUE,2,TRUE,16/04/2019
665,XXL,Women,Prod002,Santa Cruz - Branded Womens Shirt,Your customer service was just inexcusibly terrible. I cant use ths product in good conscience.,Santa Cruz,Incorrect Fitting,01/05/2019,Birmingham,B23 5HR ,Social,Stage 1,Closed,TRUE,1,FALSE,30/06/2019
666,S,Men,Prod010,Palm - Hawiaan Shirt,The product was delivered in triplicate for no reason.,Palm,General Return,01/06/2019,Birmingham,B28 8EU ,In Store,Stage 2,Decision Pending,FALSE,2,TRUE,16/06/2019
667,M,Women,Prod011,JawBreaker - Alternative Dress,The dress is far too short and does not match the style guide.,JawBreaker,Quality of Product,01/07/2019,Birmingham,B17 0AH ,In Store,Stage 3,In Progress,FALSE,4,TRUE,16/07/2019
668,L,Mixed,Prod012,Keep Calm - Skate Hoodie,The sleeves on the hoodie are very badly stitched.,Keep Calm,Quality of Product,01/08/2019,Birmingham,B15 2EP,Letter,Completed,Decision Pending,FALSE,1,FALSE,30/09/2019
669,XL,Mixed,Prod013,Vans - Hoodie,The hoodie is not the style I expected at all.,Vans,General Return,01/09/2019,Birmingham,B26 3TS ,Chat,Stage 1,Decision Pending,FALSE,8,TRUE,16/09/2019
670,XXL,Women,Prod014,DC - Womens Skate Shoes,The shoes are great but are just not the right style.,DC,Unexpected Issue,01/10/2019,Birmingham,B23 5HX,Phone,Stage 2,Upheld,FALSE,10,TRUE,16/10/2019
671,S,Mixed,Prod015,Vans - Unisex Checked Shoes,These are registered as unisex but are definitly far more masculine than feminine.,Vans,Incorrect Fitting,01/11/2019,Birmingham,B28 8EX ,Web,Stage 3,Rejected,TRUE,2,TRUE,16/11/2019
672,M,Men,Prod002,Santa Cruz - Branded Womens Shirt,Your customer service was just inexcusibly terrible. I cant use ths product in good conscience.,Santa Cruz,Quality of Product,01/12/2019,Birmingham,B17 0AQ,Phone,Completed,Decision Pending,FALSE,3,TRUE,16/12/2019
673,L,Men,Prod001,Blind - Branded mens Skate Shirt,The item just didn’t fit correctly and I need to exchange for a new one.,Blind,Unexpected Issue,01/01/2019,Birmingham,B15 2UL ,Letter,Stage 1,Acknowledged,FALSE,5,TRUE,16/01/2019
674,XL,Women,Prod002,Santa Cruz - Branded Womens Shirt,The product was not stitched together correctly and I'd like to exchange.,Santa Cruz,Unexpected Issue,01/02/2019,Birmingham,B26 3TT ,In Store,Stage 2,In Progress,FALSE,1,FALSE,02/05/2019
675,XXL,Mixed,Prod003,World Industries - Branded Hoodie,The item was far too smal. I think the size guide is incorrect.,World Industries,Unexpected Issue,01/03/2019,Birmingham,B35 6QF,Phone,Stage 3,Decision Pending,FALSE,8,TRUE,16/03/2019
676,S,Men,Prod004,GAP - Mens jeans,The hems keep breaking and the belt loops do nto fit any belt.,GAP,General Return,01/04/2019,Birmingham,B28 8EY ,Web,Completed,Decision Pending,FALSE,2,TRUE,16/04/2019
677,M,Women,Prod005,Puma - Womens Runing Leggings,The product is far too big and the waist is unreasonably small.,Puma,Customer Service Failure,01/05/2019,Birmingham,B17 8BY ,In Store,Stage 1,Upheld,FALSE,4,FALSE,30/06/2019
678,L,Mixed,Prod006,Stussy - Fitted T Shirt,The stitched logo keeps loosing threads and is coming apart.,Stussy,Incorrect Fitting,01/06/2019,Birmingham,B15 2UN ,Letter,Stage 2,Rejected,TRUE,1,TRUE,16/06/2019
679,XL,Men,Prod007,Street Fashion - Black Cargo Trousers,Pockets have huge holes in them.,Street Fashion,General Return,01/07/2019,Birmingham,B26 3UB ,Chat,Stage 3,Decision Pending,FALSE,8,TRUE,16/07/2019
680,XXL,Women,Prod008,Tattoo - Branded Skate Dress,Print on the item is cracking badley.,Tattoo,Incorrect Fitting,01/08/2019,Birmingham,B44 0SW,Social,Completed,Acknowledged,FALSE,0,FALSE,15/09/2019
681,S,Mixed,Prod009,Thrasher - T Shirt,I realised that the product whas not what I was looking for.,Thrasher,Incorrect Fitting,01/09/2019,Birmingham,B28 8EZ ,Phone,Stage 1,In Progress,FALSE,1,TRUE,16/09/2019
682,M,Men,Prod010,Palm - Hawiaan Shirt,The product was delivered in triplicate for no reason.,Palm,General Return,01/10/2019,Birmingham,B17 8DD,In Store,Stage 2,Decision Pending,FALSE,3,TRUE,16/10/2019
683,L,Women,Prod011,JawBreaker - Alternative Dress,The dress is far too short and does not match the style guide.,JawBreaker,Incorrect Fitting,01/11/2019,Birmingham,B28 8HG,Letter,Stage 3,Decision Pending,FALSE,1,FALSE,01/12/2019
684,XL,Mixed,Prod012,Keep Calm - Skate Hoodie,The sleeves on the hoodie are very badly stitched.,Keep Calm,Quality of Product,01/12/2019,Birmingham,B26 3UF ,Chat,Completed,Upheld,FALSE,7,TRUE,16/12/2019
685,XXL,Mixed,Prod013,Vans - Hoodie,The hoodie is not the style I expected at all.,Vans,Incorrect Fitting,01/01/2019,Birmingham,B5 7PQ,Social,Stage 1,Rejected,TRUE,2,TRUE,16/01/2019
686,S,Women,Prod014,DC - Womens Skate Shoes,The shoes are great but are just not the right style.,DC,Quality of Product,01/02/2019,Birmingham,B28 0TL ,In Store,Stage 2,Closed,TRUE,1,FALSE,02/05/2019
687,M,Mixed,Prod015,Vans - Unisex Checked Shoes,These are registered as unisex but are definitly far more masculine than feminine.,Vans,Quality of Product,01/03/2019,Birmingham,B32 2AP,Phone,Stage 3,Decision Pending,FALSE,7,TRUE,16/03/2019
688,L,Men,Prod015,Vans - Unisex Checked Shoes,These are registered as unisex but are definitly far more masculine than feminine.,Vans,Quality of Product,01/04/2019,Birmingham,B15 2UW,Phone,Completed,In Progress,FALSE,6,TRUE,16/04/2019
689,XL,Women,Prod002,Santa Cruz - Branded Womens Shirt,Your customer service was just inexcusibly terrible. I cant use ths product in good conscience.,Santa Cruz,General Return,01/05/2019,Birmingham,B26 3UG ,Chat,Stage 1,Decision Pending,FALSE,1,FALSE,30/07/2019
690,XXL,Men,Prod010,Palm - Hawiaan Shirt,The product was delivered in triplicate for no reason.,Palm,Unexpected Issue,01/06/2019,Birmingham,B30 2AG ,In Store,Stage 2,Decision Pending,FALSE,10,TRUE,16/06/2019
691,S,Women,Prod011,JawBreaker - Alternative Dress,The dress is far too short and does not match the style guide.,JawBreaker,Incorrect Fitting,01/07/2019,Birmingham,B28 0TP,Web,Stage 3,Upheld,FALSE,1,TRUE,16/07/2019
692,M,Mixed,Prod012,Keep Calm - Skate Hoodie,The sleeves on the hoodie are very badly stitched.,Keep Calm,Quality of Product,01/08/2019,Birmingham,B17 9AY,Phone,Completed,Rejected,TRUE,3,TRUE,16/08/2019
693,L,Mixed,Prod013,Vans - Hoodie,The hoodie is not the style I expected at all.,Vans,Unexpected Issue,01/09/2019,Birmingham,B15 2LH,Letter,Stage 1,Closed,TRUE,5,TRUE,16/09/2019
694,XL,Mixed,Prod006,Stussy - Fitted T Shirt,The stitched logo keeps loosing threads and is coming apart.,Stussy,Unexpected Issue,01/10/2019,Birmingham,B26 3YG ,In Store,Stage 2,Acknowledged,FALSE,7,TRUE,16/10/2019
695,XXL,Men,Prod007,Street Fashion - Black Cargo Trousers,Pockets have huge holes in them.,Street Fashion,Unexpected Issue,01/11/2019,Birmingham,B30 2AL ,In Store,Stage 3,In Progress,FALSE,1,FALSE,01/12/2019
696,S,Women,Prod008,Tattoo - Branded Skate Dress,Print on the item is cracking badley.,Tattoo,General Return,01/12/2019,Birmingham,B28 8RJ ,Phone,Completed,Decision Pending,FALSE,2,TRUE,16/12/2019
697,M,Mixed,Prod009,Thrasher - T Shirt,I realised that the product whas not what I was looking for.,Thrasher,Customer Service Failure,01/01/2019,Birmingham,B17 9AR ,Phone,Stage 1,Decision Pending,FALSE,4,TRUE,16/01/2019
698,L,Men,Prod010,Palm - Hawiaan Shirt,The product was delivered in triplicate for no reason.,Palm,General Return,01/02/2019,Birmingham,B15 2GG,Letter,Stage 2,Upheld,FALSE,6,FALSE,02/05/2019
699,XL,Women,Prod011,JawBreaker - Alternative Dress,The dress is far too short and does not match the style guide.,JawBreaker,General Return,01/03/2019,Birmingham,B26 3YH,Chat,Stage 3,Rejected,TRUE,0,TRUE,16/03/2019
700,XXL,Mixed,Prod012,Keep Calm - Skate Hoodie,The sleeves on the hoodie are very badly stitched.,Keep Calm,Incorrect Fitting,01/04/2019,Birmingham,B30 2AR,Social,Completed,Closed,FALSE,1,FALSE,31/05/2019
701,S,Mixed,Prod013,Vans - Hoodie,The hoodie is not the style I expected at all.,Vans,Incorrect Fitting,01/05/2019,Birmingham,B28 8RL ,In Store,Stage 1,Acknowledged,FALSE,1,FALSE,30/06/2019
702,M,Women,Prod014,DC - Womens Skate Shoes,The shoes are great but are just not the right style.,DC,Quality of Product,01/06/2019,Birmingham,B17 9AS ,In Store,Stage 2,In Progress,FALSE,3,TRUE,16/06/2019
703,L,Mixed,Prod015,Vans - Unisex Checked Shoes,These are registered as unisex but are definitly far more masculine than feminine.,Vans,Incorrect Fitting,01/07/2019,Birmingham,B28 8RN ,Letter,Stage 3,Decision Pending,FALSE,7,TRUE,16/07/2019
704,XL,Men,Prod002,Santa Cruz - Branded Womens Shirt,Your customer service was just inexcusibly terrible. I cant use ths product in good conscience.,Santa Cruz,Quality of Product,01/08/2019,Birmingham,B26 3BN ,Chat,Completed,Decision Pending,FALSE,1,FALSE,30/09/2019
705,XXL,Men,Prod001,Blind - Branded mens Skate Shirt,The item just didn’t fit correctly and I need to exchange for a new one.,Blind,Incorrect Fitting,01/09/2019,Birmingham,B30 2AH,Phone,Stage 1,Upheld,FALSE,8,TRUE,16/09/2019
706,L,Women,Prod002,Santa Cruz - Branded Womens Shirt,The product was not stitched together correctly and I'd like to exchange.,Santa Cruz,Quality of Product,01/10/2019,Birmingham,B28 8RP ,Web,Stage 2,Decision Pending,FALSE,2,TRUE,16/10/2019
707,M,Mixed,Prod003,World Industries - Branded Hoodie,The item was far too smal. I think the size guide is incorrect.,World Industries,Quality of Product,01/11/2019,Birmingham,B17 9AT ,In Store,Stage 3,Closed,TRUE,0,FALSE,30/01/2020
708,L,Men,Prod004,GAP - Mens jeans,The hems keep breaking and the belt loops do nto fit any belt.,GAP,Quality of Product,01/12/2019,Birmingham,B16 8HY ,Letter,Completed,Acknowledged,FALSE,6,TRUE,16/12/2019
709,XL,Women,Prod005,Puma - Womens Runing Leggings,The product is far too big and the waist is unreasonably small.,Puma,General Return,01/01/2019,Birmingham,B26 3BP ,In Store,Stage 1,In Progress,FALSE,8,TRUE,16/01/2019
710,XXL,Mixed,Prod006,Stussy - Fitted T Shirt,The stitched logo keeps loosing threads and is coming apart.,Stussy,Unexpected Issue,01/02/2019,Birmingham,B20 1HD ,Social,Stage 2,Decision Pending,FALSE,0,FALSE,02/05/2019
711,S,Men,Prod007,Street Fashion - Black Cargo Trousers,Pockets have huge holes in them.,Street Fashion,Incorrect Fitting,01/03/2019,Birmingham,B28 8RW ,Web,Stage 3,Decision Pending,FALSE,1,TRUE,16/03/2019
712,M,Women,Prod008,Tattoo - Branded Skate Dress,Print on the item is cracking badley.,Tattoo,Quality of Product,01/04/2019,Birmingham,B17 9AX,Phone,Completed,Upheld,FALSE,3,TRUE,16/04/2019
713,L,Mixed,Prod009,Thrasher - T Shirt,I realised that the product whas not what I was looking for.,Thrasher,Unexpected Issue,01/05/2019,Birmingham,B16 8HZ,In Store,Stage 1,Rejected,TRUE,2,TRUE,16/05/2019
714,XL,Men,Prod010,Palm - Hawiaan Shirt,The product was delivered in triplicate for no reason.,Palm,General Return,01/06/2019,Birmingham,B26 3DA ,In Store,Stage 2,Closed,TRUE,7,TRUE,16/06/2019
715,XXL,Women,Prod011,JawBreaker - Alternative Dress,The dress is far too short and does not match the style guide.,JawBreaker,Unexpected Issue,01/07/2019,Birmingham,B20 1HG,Phone,Stage 3,Acknowledged,FALSE,8,TRUE,16/07/2019
716,S,Mixed,Prod012,Keep Calm - Skate Hoodie,The sleeves on the hoodie are very badly stitched.,Keep Calm,General Return,01/08/2019,Birmingham,B28 9DB ,Web,Completed,In Progress,FALSE,0,FALSE,30/09/2019
717,M,Mixed,Prod013,Vans - Hoodie,The hoodie is not the style I expected at all.,Vans,Customer Service Failure,01/09/2019,Birmingham,B17 0JT,Phone,Stage 1,Decision Pending,FALSE,4,TRUE,16/09/2019
718,L,Women,Prod014,DC - Womens Skate Shoes,The shoes are great but are just not the right style.,DC,Incorrect Fitting,01/10/2019,Birmingham,B15 1QL ,In Store,Stage 2,Decision Pending,FALSE,6,TRUE,16/10/2019
719,XL,Mixed,Prod015,Vans - Unisex Checked Shoes,These are registered as unisex but are definitly far more masculine than feminine.,Vans,General Return,01/11/2019,Birmingham,B26 3DB ,Chat,Stage 3,Upheld,FALSE,0,FALSE,30/01/2020
720,XXL,Men,Prod002,Santa Cruz - Branded Womens Shirt,Your customer service was just inexcusibly terrible. I cant use ths product in good conscience.,Santa Cruz,Incorrect Fitting,01/12/2019,Birmingham,B29 5LN,In Store,Completed,Rejected,TRUE,1,TRUE,16/12/2019
721,S,Men,Prod001,Blind - Branded mens Skate Shirt,The item just didn’t fit correctly and I need to exchange for a new one.,Blind,Incorrect Fitting,01/01/2019,Birmingham,B28 9DE ,Web,Stage 1,Closed,TRUE,7,TRUE,16/01/2019
722,M,Women,Prod002,Santa Cruz - Branded Womens Shirt,The product was not stitched together correctly and I'd like to exchange.,Santa Cruz,Quality of Product,01/02/2019,Birmingham,B28 9DF ,In Store,Stage 2,Acknowledged,FALSE,3,FALSE,02/05/2019
723,L,Mixed,Prod003,World Industries - Branded Hoodie,The item was far too smal. I think the size guide is incorrect.,World Industries,Incorrect Fitting,01/03/2019,Birmingham,B15 1QP ,Letter,Stage 3,In Progress,FALSE,5,TRUE,16/03/2019
724,XL,Men,Prod004,GAP - Mens jeans,The hems keep breaking and the belt loops do nto fit any belt.,GAP,Quality of Product,01/04/2019,Birmingham,B26 3DL ,Phone,Completed,Decision Pending,FALSE,7,TRUE,16/04/2019
725,XXL,Women,Prod005,Puma - Womens Runing Leggings,The product is far too big and the waist is unreasonably small.,Puma,Incorrect Fitting,01/05/2019,Birmingham,B27 6LD,In Store,Stage 1,Decision Pending,FALSE,0,FALSE,30/07/2019
726,S,Mixed,Prod006,Stussy - Fitted T Shirt,The stitched logo keeps loosing threads and is coming apart.,Stussy,Quality of Product,01/06/2019,Birmingham,B28 9DH ,In Store,Stage 2,Upheld,FALSE,2,TRUE,16/06/2019
727,M,Men,Prod007,Street Fashion - Black Cargo Trousers,Pockets have huge holes in them.,Street Fashion,Quality of Product,01/07/2019,Birmingham,B17 0AN ,In Store,Stage 3,Rejected,TRUE,4,TRUE,16/07/2019
728,L,Women,Prod008,Tattoo - Branded Skate Dress,Print on the item is cracking badley.,Tattoo,Quality of Product,01/08/2019,Birmingham,B15 1QT ,In Store,Completed,Closed,FALSE,1,FALSE,30/09/2019
729,L,Mixed,Prod009,Thrasher - T Shirt,I realised that the product whas not what I was looking for.,Thrasher,General Return,01/09/2019,Birmingham,B26 3DN,Chat,Stage 1,Decision Pending,FALSE,8,TRUE,16/09/2019
730,XXL,Men,Prod010,Palm - Hawiaan Shirt,The product was delivered in triplicate for no reason.,Palm,Unexpected Issue,01/10/2019,Birmingham,B30 2YW,In Store,Stage 2,In Progress,FALSE,10,TRUE,16/10/2019
731,S,Women,Prod011,JawBreaker - Alternative Dress,The dress is far too short and does not match the style guide.,JawBreaker,Incorrect Fitting,01/11/2019,Birmingham,B28 9DN ,Web,Stage 3,Decision Pending,FALSE,0,FALSE,01/12/2019
732,M,Mixed,Prod012,Keep Calm - Skate Hoodie,The sleeves on the hoodie are very badly stitched.,Keep Calm,General Return,01/12/2019,Birmingham,B17 0AP,Phone,Completed,Decision Pending,FALSE,3,TRUE,16/12/2019
733,L,Mixed,Prod013,Vans - Hoodie,The hoodie is not the style I expected at all.,Vans,Unexpected Issue,01/01/2019,Birmingham,B15 1QZ ,In Store,Stage 1,Upheld,FALSE,5,TRUE,16/01/2019
734,XL,Women,Prod014,DC - Womens Skate Shoes,The shoes are great but are just not the right style.,DC,Unexpected Issue,01/02/2019,Birmingham,B26 1JP ,Chat,Stage 2,Rejected,TRUE,3,TRUE,16/02/2019
735,XXL,Mixed,Prod015,Vans - Unisex Checked Shoes,These are registered as unisex but are definitly far more masculine than feminine.,Vans,Unexpected Issue,01/03/2019,Birmingham,B1 2PL ,Social,Stage 3,Closed,TRUE,8,TRUE,16/03/2019
736,S,Men,Prod002,Santa Cruz - Branded Womens Shirt,Your customer service was just inexcusibly terrible. I cant use ths product in good conscience.,Santa Cruz,General Return,01/04/2019,Birmingham,B28 9DP ,Web,Completed,Acknowledged,FALSE,2,TRUE,16/04/2019
